"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"BROSE BAMBERG",30,13,16,16,33,"E2017"
"CSKA MOSCOW",22,29,18,25,34,"E2017"
"ZALGIRIS KAUNAS",19,17,26,29,34,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,18,19,22,35,"E2017"
"VALENCIA BASKET",18,12,19,17,35,"E2017"
"MACCABI FOX TEL AVIV",18,21,21,19,36,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",14,15,13,26,36,"E2017"
"REAL MADRID",23,16,20,21,37,"E2017"
"KHIMKI MOSCOW REGION",25,20,21,20,37,"E2017"
"ANADOLU EFES ISTANBUL",19,16,24,15,38,"E2017"
"UNICAJA MALAGA",25,10,18,26,38,"E2017"
"BASKONIA VITORIA GASTEIZ",27,20,16,22,39,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",24,21,22,17,39,"E2017"
"FC BARCELONA LASSA",14,18,17,24,40,"E2017"
"OLYMPIACOS PIRAEUS",14,12,15,10,40,"E2017"
"CSKA MOSCOW",20,23,30,21,41,"E2017"
"VALENCIA BASKET",19,19,16,13,41,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,11,10,21,42,"E2017"
"ZALGIRIS KAUNAS",25,25,20,24,42,"E2017"
"FC BARCELONA LASSA",15,20,22,28,43,"E2017"
"ANADOLU EFES ISTANBUL",26,16,25,22,43,"E2017"
"MACCABI FOX TEL AVIV",22,25,17,26,44,"E2017"
"REAL MADRID",30,12,24,17,44,"E2017"
"BROSE BAMBERG",16,17,13,11,45,"E2017"
"FENERBAHCE DOGUS ISTANBUL",21,22,11,26,45,"E2017"
"KHIMKI MOSCOW REGION",18,22,21,30,46,"E2017"
"BASKONIA VITORIA GASTEIZ",21,27,16,26,46,"E2017"
"OLYMPIACOS PIRAEUS",17,13,17,15,47,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",16,19,14,21,47,"E2017"
"UNICAJA MALAGA",22,23,18,16,48,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",12,19,19,15,48,"E2017"
"BASKONIA VITORIA GASTEIZ",36,28,24,17,49,"E2017"
"REAL MADRID",17,27,19,12,49,"E2017"
"MACCABI FOX TEL AVIV",19,16,26,11,50,"E2017"
"ANADOLU EFES ISTANBUL",19,28,20,25,50,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",26,20,26,21,51,"E2017"
"KHIMKI MOSCOW REGION",16,11,22,16,51,"E2017"
"UNICAJA MALAGA",17,17,14,24,11,52,"E2017"
"ZALGIRIS KAUNAS",21,20,18,13,13,52,"E2017"
"BROSE BAMBERG",12,25,25,22,53,"E2017"
"FC BARCELONA LASSA",38,11,17,15,53,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",10,17,7,25,54,"E2017"
"CSKA MOSCOW",22,22,21,20,54,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,23,13,22,8,55,"E2017"
"OLYMPIACOS PIRAEUS",18,12,27,18,15,55,"E2017"
"VALENCIA BASKET",20,25,19,10,11,13,56,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",19,22,17,16,11,18,56,"E2017"
"ANADOLU EFES ISTANBUL",21,23,16,21,57,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",28,20,14,20,57,"E2017"
"KHIMKI MOSCOW REGION",19,20,16,14,58,"E2017"
"MACCABI FOX TEL AVIV",28,14,20,15,58,"E2017"
"REAL MADRID",19,21,22,27,59,"E2017"
"UNICAJA MALAGA",12,15,11,19,59,"E2017"
"ZALGIRIS KAUNAS",15,17,25,20,60,"E2017"
"BASKONIA VITORIA GASTEIZ",21,33,16,27,60,"E2017"
"CSKA MOSCOW",16,25,22,20,10,61,"E2017"
"FENERBAHCE DOGUS ISTANBUL",27,19,15,22,12,61,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",13,14,16,28,62,"E2017"
"BROSE BAMBERG",16,19,16,11,62,"E2017"
"FC BARCELONA LASSA",24,26,21,18,63,"E2017"
"VALENCIA BASKET",18,14,24,15,63,"E2017"
"OLYMPIACOS PIRAEUS",22,25,20,18,64,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",13,24,12,10,64,"E2017"
"BROSE BAMBERG",20,21,11,31,65,"E2017"
"VALENCIA BASKET",23,24,19,16,65,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",17,21,19,24,66,"E2017"
"BASKONIA VITORIA GASTEIZ",22,25,17,21,66,"E2017"
"FC BARCELONA LASSA",22,22,22,23,67,"E2017"
"MACCABI FOX TEL AVIV",11,13,20,23,67,"E2017"
"ZALGIRIS KAUNAS",22,25,19,25,68,"E2017"
"ANADOLU EFES ISTANBUL",26,18,17,22,68,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",21,21,20,23,69,"E2017"
"OLYMPIACOS PIRAEUS",17,29,20,20,69,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",23,17,24,18,70,"E2017"
"REAL MADRID",28,26,15,11,70,"E2017"
"FENERBAHCE DOGUS ISTANBUL",24,14,20,13,71,"E2017"
"KHIMKI MOSCOW REGION",15,11,22,19,71,"E2017"
"UNICAJA MALAGA",16,23,26,15,72,"E2017"
"CSKA MOSCOW",27,19,17,26,72,"E2017"
"ANADOLU EFES ISTANBUL",23,10,19,21,73,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",16,14,20,18,73,"E2017"
"BASKONIA VITORIA GASTEIZ",25,12,14,18,74,"E2017"
"FENERBAHCE DOGUS ISTANBUL",15,26,25,17,74,"E2017"
"KHIMKI MOSCOW REGION",23,19,20,20,75,"E2017"
"BROSE BAMBERG",21,19,16,17,75,"E2017"
"MACCABI FOX TEL AVIV",15,24,26,16,76,"E2017"
"ZALGIRIS KAUNAS",14,15,22,23,76,"E2017"
"VALENCIA BASKET",13,17,15,19,77,"E2017"
"OLYMPIACOS PIRAEUS",20,15,19,18,77,"E2017"
"CSKA MOSCOW",24,20,22,26,78,"E2017"
"FC BARCELONA LASSA",24,15,19,20,78,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",16,16,22,28,79,"E2017"
"UNICAJA MALAGA",15,20,19,17,79,"E2017"
"REAL MADRID",24,15,19,25,80,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",19,27,21,20,80,"E2017"
"BASKONIA VITORIA GASTEIZ",27,14,18,29,81,"E2017"
"UNICAJA MALAGA",12,24,20,26,81,"E2017"
"BROSE BAMBERG",20,19,20,17,82,"E2017"
"CSKA MOSCOW",22,20,28,22,82,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",24,14,18,15,83,"E2017"
"KHIMKI MOSCOW REGION",12,19,24,22,83,"E2017"
"MACCABI FOX TEL AVIV",25,21,23,25,84,"E2017"
"VALENCIA BASKET",21,25,19,26,84,"E2017"
"ZALGIRIS KAUNAS",10,21,33,16,85,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,13,14,27,85,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",29,21,24,26,86,"E2017"
"ANADOLU EFES ISTANBUL",23,21,18,19,86,"E2017"
"FC BARCELONA LASSA",28,10,13,17,87,"E2017"
"FENERBAHCE DOGUS ISTANBUL",22,17,25,19,87,"E2017"
"OLYMPIACOS PIRAEUS",18,16,22,16,20,88,"E2017"
"REAL MADRID",8,22,17,25,11,88,"E2017"
"BROSE BAMBERG",15,17,18,17,89,"E2017"
"OLYMPIACOS PIRAEUS",14,26,18,7,89,"E2017"
"FENERBAHCE DOGUS ISTANBUL",24,18,22,25,90,"E2017"
"ZALGIRIS KAUNAS",16,25,22,27,90,"E2017"
"REAL MADRID",15,25,28,19,91,"E2017"
"FC BARCELONA LASSA",15,23,14,23,91,"E2017"
"UNICAJA MALAGA",27,20,20,26,92,"E2017"
"KHIMKI MOSCOW REGION",26,22,18,18,92,"E2017"
"ANADOLU EFES ISTANBUL",19,23,26,13,93,"E2017"
"BASKONIA VITORIA GASTEIZ",24,21,20,17,93,"E2017"
"CSKA MOSCOW",21,28,23,29,94,"E2017"
"MACCABI FOX TEL AVIV",20,14,23,29,94,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",14,25,25,16,95,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",23,18,16,15,95,"E2017"
"VALENCIA BASKET",22,16,25,19,96,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",26,14,16,30,96,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,24,21,20,97,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",11,22,9,14,97,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",25,24,18,22,98,"E2017"
"MACCABI FOX TEL AVIV",21,22,13,20,98,"E2017"
"REAL MADRID",24,19,21,27,99,"E2017"
"VALENCIA BASKET",18,23,17,14,99,"E2017"
"ZALGIRIS KAUNAS",21,29,22,16,100,"E2017"
"BROSE BAMBERG",22,27,23,12,100,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",27,22,27,16,101,"E2017"
"BASKONIA VITORIA GASTEIZ",25,12,21,27,101,"E2017"
"FC BARCELONA LASSA",24,21,19,19,102,"E2017"
"UNICAJA MALAGA",26,18,22,24,102,"E2017"
"KHIMKI MOSCOW REGION",26,11,20,29,103,"E2017"
"ANADOLU EFES ISTANBUL",19,14,23,12,103,"E2017"
"OLYMPIACOS PIRAEUS",23,22,19,24,104,"E2017"
"CSKA MOSCOW",20,28,20,18,104,"E2017"
"BROSE BAMBERG",13,22,16,15,105,"E2017"
"REAL MADRID",29,21,18,13,105,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",15,23,11,14,106,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,21,17,11,106,"E2017"
"MACCABI FOX TEL AVIV",24,16,20,22,107,"E2017"
"FENERBAHCE DOGUS ISTANBUL",15,21,18,19,107,"E2017"
"VALENCIA BASKET",16,20,10,17,108,"E2017"
"ZALGIRIS KAUNAS",19,15,20,17,108,"E2017"
"ANADOLU EFES ISTANBUL",9,16,14,19,109,"E2017"
"OLYMPIACOS PIRAEUS",17,16,12,16,109,"E2017"
"BASKONIA VITORIA GASTEIZ",22,30,22,11,110,"E2017"
"FC BARCELONA LASSA",17,18,22,25,110,"E2017"
"CSKA MOSCOW",23,20,14,22,111,"E2017"
"KHIMKI MOSCOW REGION",16,17,22,13,111,"E2017"
"UNICAJA MALAGA",26,9,20,19,112,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,22,11,18,112,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,19,25,16,113,"E2017"
"REAL MADRID",10,27,25,17,113,"E2017"
"MACCABI FOX TEL AVIV",22,25,11,20,114,"E2017"
"UNICAJA MALAGA",19,20,22,28,114,"E2017"
"VALENCIA BASKET",12,20,16,19,115,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",17,15,16,15,115,"E2017"
"ZALGIRIS KAUNAS",22,14,12,26,116,"E2017"
"OLYMPIACOS PIRAEUS",19,19,15,15,116,"E2017"
"ANADOLU EFES ISTANBUL",15,14,15,25,117,"E2017"
"BROSE BAMBERG",18,20,10,10,117,"E2017"
"BASKONIA VITORIA GASTEIZ",26,22,24,9,118,"E2017"
"CSKA MOSCOW",18,33,19,20,118,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",15,25,20,28,119,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",29,16,16,30,119,"E2017"
"KHIMKI MOSCOW REGION",15,17,25,8,120,"E2017"
"FC BARCELONA LASSA",25,11,21,22,120,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",23,24,23,20,121,"E2017"
"ANADOLU EFES ISTANBUL",12,21,23,23,121,"E2017"
"UNICAJA MALAGA",19,29,21,14,122,"E2017"
"VALENCIA BASKET",19,20,26,20,122,"E2017"
"FC BARCELONA LASSA",25,22,19,19,123,"E2017"
"CSKA MOSCOW",17,25,13,17,123,"E2017"
"BROSE BAMBERG",26,16,16,12,124,"E2017"
"KHIMKI MOSCOW REGION",26,14,16,18,124,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",16,17,15,29,125,"E2017"
"ZALGIRIS KAUNAS",18,13,14,20,125,"E2017"
"FENERBAHCE DOGUS ISTANBUL",18,18,27,16,126,"E2017"
"BASKONIA VITORIA GASTEIZ",22,16,21,15,126,"E2017"
"OLYMPIACOS PIRAEUS",26,22,22,17,127,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",17,17,19,27,127,"E2017"
"REAL MADRID",25,23,21,24,128,"E2017"
"MACCABI FOX TEL AVIV",26,24,10,21,128,"E2017"
"ANADOLU EFES ISTANBUL",22,28,27,27,129,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",21,25,25,24,129,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",15,21,25,20,130,"E2017"
"CSKA MOSCOW",23,27,27,30,130,"E2017"
"MACCABI FOX TEL AVIV",20,19,26,25,131,"E2017"
"BROSE BAMBERG",25,16,23,24,131,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",17,19,18,30,132,"E2017"
"FC BARCELONA LASSA",19,15,14,27,132,"E2017"
"VALENCIA BASKET",7,20,23,17,133,"E2017"
"FENERBAHCE DOGUS ISTANBUL",18,15,18,29,133,"E2017"
"KHIMKI MOSCOW REGION",17,14,18,29,134,"E2017"
"REAL MADRID",26,25,16,28,134,"E2017"
"BASKONIA VITORIA GASTEIZ",16,20,36,14,135,"E2017"
"OLYMPIACOS PIRAEUS",21,9,14,10,135,"E2017"
"ZALGIRIS KAUNAS",17,15,20,27,136,"E2017"
"UNICAJA MALAGA",19,21,15,22,136,"E2017"
"BROSE BAMBERG",21,16,27,29,137,"E2017"
"ZALGIRIS KAUNAS",23,21,17,25,137,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",21,16,17,16,138,"E2017"
"KHIMKI MOSCOW REGION",14,17,21,27,138,"E2017"
"OLYMPIACOS PIRAEUS",24,29,17,24,139,"E2017"
"MACCABI FOX TEL AVIV",16,24,11,13,139,"E2017"
"VALENCIA BASKET",22,21,19,19,140,"E2017"
"FC BARCELONA LASSA",14,22,23,17,140,"E2017"
"CSKA MOSCOW",35,23,23,29,141,"E2017"
"ANADOLU EFES ISTANBUL",21,25,15,18,141,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",31,19,29,22,142,"E2017"
"UNICAJA MALAGA",22,22,27,16,142,"E2017"
"FB DOGUS",18,17,12,20,143,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,10,20,12,143,"E2017"
"REAL MADRID",18,16,25,16,144,"E2017"
"BASKONIA VITORIA GASTEIZ",17,17,27,12,144,"E2017"
"FC BARCELONA LASSA",18,26,15,22,145,"E2017"
"BROSE BAMBERG",15,19,18,14,145,"E2017"
"KHIMKI MOSCOW REGION",28,21,16,17,146,"E2017"
"OLYMPIACOS PIRAEUS",14,11,13,16,146,"E2017"
"MACCABI FOX TEL AVIV",23,24,17,25,147,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",16,13,23,23,147,"E2017"
"ZALGIRIS KAUNAS",26,21,16,23,148,"E2017"
"VALENCIA BASKET",19,12,26,25,148,"E2017"
"ANADOLU EFES ISTANBUL",24,11,22,27,149,"E2017"
"FENERBAHCE DOGUS ISTANBUL",24,22,22,21,149,"E2017"
"BASKONIA VITORIA GASTEIZ",19,17,20,26,150,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",22,25,18,18,150,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,9,22,19,151,"E2017"
"CSKA MOSCOW",15,16,20,24,151,"E2017"
"UNICAJA MALAGA",20,18,19,23,152,"E2017"
"REAL MADRID",15,12,25,23,152,"E2017"
"UNICAJA MALAGA",21,22,21,19,153,"E2017"
"BASKONIA VITORIA GASTEIZ",19,27,21,18,153,"E2017"
"VALENCIA BASKET",23,23,17,22,154,"E2017"
"KHIMKI MOSCOW REGION",24,20,20,19,154,"E2017"
"REAL MADRID",20,19,21,27,155,"E2017"
"ANADOLU EFES ISTANBUL",14,16,17,21,155,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",29,18,12,24,11,156,"E2017"
"ZALGIRIS KAUNAS",17,20,21,25,10,156,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,19,14,32,157,"E2017"
"OLYMPIACOS PIRAEUS",20,14,29,15,157,"E2017"
"CSKA MOSCOW",18,21,16,26,158,"E2017"
"BROSE BAMBERG",19,11,16,26,158,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",26,24,20,32,159,"E2017"
"MACCABI FOX TEL AVIV",30,27,26,28,159,"E2017"
"FENERBAHCE DOGUS ISTANBUL",22,20,23,21,160,"E2017"
"FC BARCELONA LASSA",18,26,13,25,160,"E2017"
"ANADOLU EFES ISTANBUL",23,20,20,19,161,"E2017"
"VALENCIA BASKET",19,12,22,13,161,"E2017"
"CSKA MOSCOW",33,21,24,15,162,"E2017"
"REAL MADRID",11,20,29,27,162,"E2017"
"FC BARCELONA LASSA",25,23,14,19,163,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",15,27,22,19,163,"E2017"
"OLYMPIACOS PIRAEUS",34,11,26,24,164,"E2017"
"FENERBAHCE DOGUS ISTANBUL",18,18,18,16,164,"E2017"
"ZALGIRIS KAUNAS",26,27,23,23,165,"E2017"
"MACCABI FOX TEL AVIV",20,26,16,22,165,"E2017"
"BASKONIA VITORIA GASTEIZ",27,26,22,28,166,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",17,23,19,25,166,"E2017"
"BROSE BAMBERG",23,19,15,38,167,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",17,15,23,19,167,"E2017"
"KHIMKI MOSCOW REGION",9,22,18,19,168,"E2017"
"UNICAJA MALAGA",11,28,16,11,168,"E2017"
"MACCABI FOX TEL AVIV",22,24,19,29,169,"E2017"
"FC BARCELONA LASSA",23,15,23,21,169,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",21,25,21,13,170,"E2017"
"BASKONIA VITORIA GASTEIZ",22,18,13,23,170,"E2017"
"UNICAJA MALAGA",23,17,21,18,171,"E2017"
"ANADOLU EFES ISTANBUL",12,16,27,13,171,"E2017"
"VALENCIA BASKET",21,28,24,30,172,"E2017"
"CSKA MOSCOW",23,19,24,33,172,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",23,27,21,29,173,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,25,20,24,173,"E2017"
"FENERBAHCE DOGUS ISTANBUL",16,26,19,16,174,"E2017"
"BROSE BAMBERG",13,19,16,21,174,"E2017"
"REAL MADRID",20,19,23,17,175,"E2017"
"OLYMPIACOS PIRAEUS",21,24,20,15,175,"E2017"
"ZALGIRIS KAUNAS",26,18,15,15,176,"E2017"
"KHIMKI MOSCOW REGION",15,28,18,23,176,"E2017"
"CSKA MOSCOW",20,26,25,22,177,"E2017"
"BASKONIA VITORIA GASTEIZ",25,24,22,15,177,"E2017"
"FENERBAHCE DOGUS ISTANBUL",23,25,17,24,178,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",20,13,15,22,178,"E2017"
"OLYMPIACOS PIRAEUS",22,18,22,18,179,"E2017"
"VALENCIA BASKET",11,28,16,15,179,"E2017"
"UNICAJA MALAGA",23,19,18,23,180,"E2017"
"MACCABI FOX TEL AVIV",19,22,14,14,180,"E2017"
"ANADOLU EFES ISTANBUL",23,13,20,14,181,"E2017"
"ZALGIRIS KAUNAS",21,24,23,18,181,"E2017"
"BROSE BAMBERG",21,25,23,17,182,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",23,13,9,17,182,"E2017"
"FC BARCELONA LASSA",13,22,22,17,183,"E2017"
"REAL MADRID",30,22,31,18,183,"E2017"
"KHIMKI MOSCOW REGION",24,22,17,15,184,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,13,15,15,184,"E2017"
"BASKONIA VITORIA GASTEIZ",18,26,25,18,185,"E2017"
"KHIMKI MOSCOW REGION",26,13,13,25,185,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",17,27,14,19,186,"E2017"
"ANADOLU EFES ISTANBUL",17,12,16,19,186,"E2017"
"MACCABI FOX TEL AVIV",18,18,20,17,187,"E2017"
"CSKA MOSCOW",22,30,15,26,187,"E2017"
"ZALGIRIS KAUNAS",19,25,26,20,188,"E2017"
"FC BARCELONA LASSA",15,19,16,24,188,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,16,22,18,189,"E2017"
"UNICAJA MALAGA",24,13,15,24,189,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,16,16,21,14,190,"E2017"
"OLYMPIACOS PIRAEUS",16,27,19,9,16,190,"E2017"
"REAL MADRID",20,25,20,18,191,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,20,28,18,191,"E2017"
"VALENCIA BASKET",28,9,23,26,192,"E2017"
"BROSE BAMBERG",11,23,20,16,192,"E2017"
"ANADOLU EFES ISTANBUL",21,21,20,19,193,"E2017"
"MACCABI FOX TEL AVIV",20,23,24,27,193,"E2017"
"KHIMKI MOSCOW REGION",20,19,23,15,194,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",30,19,12,25,194,"E2017"
"REAL MADRID",19,19,26,28,195,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",20,17,18,20,195,"E2017"
"VALENCIA BASKET",20,16,19,16,196,"E2017"
"BASKONIA VITORIA GASTEIZ",16,15,22,28,196,"E2017"
"FC BARCELONA LASSA",17,28,17,26,197,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",12,12,25,5,197,"E2017"
"CSKA MOSCOW",30,27,22,22,198,"E2017"
"UNICAJA MALAGA",20,23,18,15,198,"E2017"
"OLYMPIACOS PIRAEUS",27,15,27,18,199,"E2017"
"BROSE BAMBERG",19,23,19,18,199,"E2017"
"ZALGIRIS KAUNAS",24,16,18,20,200,"E2017"
"FENERBAHCE DOGUS ISTANBUL",17,14,21,33,200,"E2017"
"BASKONIA VITORIA GASTEIZ",27,16,24,17,201,"E2017"
"ZALGIRIS KAUNAS",19,14,12,19,201,"E2017"
"BROSE BAMBERG",22,22,25,19,202,"E2017"
"ANADOLU EFES ISTANBUL",22,19,14,24,202,"E2017"
"MACCABI FOX TEL AVIV",19,20,27,25,203,"E2017"
"KHIMKI MOSCOW REGION",21,23,21,29,203,"E2017"
"OLYMPIACOS PIRAEUS",17,21,14,11,204,"E2017"
"FC BARCELONA LASSA",22,18,23,27,204,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",23,27,29,27,205,"E2017"
"VALENCIA BASKET",23,25,19,23,205,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",17,19,18,23,206,"E2017"
"REAL MADRID",25,24,19,20,206,"E2017"
"FENERBAHCE DOGUS ISTANBUL",23,17,18,21,207,"E2017"
"CSKA MOSCOW",25,19,10,27,207,"E2017"
"UNICAJA MALAGA",24,20,16,19,208,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,14,26,32,208,"E2017"
"FENERBAHCE DOGUS ISTANBUL",16,29,29,13,209,"E2017"
"MACCABI FOX TEL AVIV",21,15,20,17,209,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",24,23,30,14,210,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",15,23,18,15,210,"E2017"
"VALENCIA BASKET",22,24,24,26,211,"E2017"
"REAL MADRID",21,19,20,28,211,"E2017"
"ZALGIRIS KAUNAS",17,14,23,23,212,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",16,18,16,15,212,"E2017"
"ANADOLU EFES ISTANBUL",29,20,12,12,213,"E2017"
"KHIMKI MOSCOW REGION",18,24,19,24,213,"E2017"
"BASKONIA VITORIA GASTEIZ",27,23,30,23,214,"E2017"
"BROSE BAMBERG",14,25,13,27,214,"E2017"
"CSKA MOSCOW",23,21,25,20,215,"E2017"
"OLYMPIACOS PIRAEUS",26,14,22,19,215,"E2017"
"UNICAJA MALAGA",19,30,27,19,216,"E2017"
"FC BARCELONA LASSA",25,21,22,23,216,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",17,14,10,22,217,"E2017"
"FENERBAHCE DOGUS ISTANBUL",22,18,25,15,217,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",23,20,22,24,218,"E2017"
"VALENCIA BASKET",17,23,28,25,218,"E2017"
"MACCABI FOX TEL AVIV",20,21,17,17,219,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,17,21,20,219,"E2017"
"REAL MADRID",19,22,24,23,220,"E2017"
"ZALGIRIS KAUNAS",16,28,18,19,220,"E2017"
"BROSE BAMBERG",28,27,22,16,221,"E2017"
"UNICAJA MALAGA",19,23,26,20,221,"E2017"
"FC BARCELONA LASSA",16,24,18,15,222,"E2017"
"BASKONIA VITORIA GASTEIZ",16,27,20,23,222,"E2017"
"KHIMKI MOSCOW REGION",17,20,21,15,223,"E2017"
"CSKA MOSCOW",29,24,15,22,223,"E2017"
"OLYMPIACOS PIRAEUS",30,19,21,19,224,"E2017"
"ANADOLU EFES ISTANBUL",15,27,15,25,224,"E2017"
"ANADOLU EFES ISTANBUL",19,15,33,16,225,"E2017"
"FC BARCELONA LASSA",23,32,26,26,225,"E2017"
"BASKONIA VITORIA GASTEIZ",22,16,18,27,226,"E2017"
"MACCABI FOX TEL AVIV",18,16,19,19,226,"E2017"
"BROSE BAMBERG",23,20,21,14,227,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",28,15,17,23,227,"E2017"
"KHIMKI MOSCOW REGION",18,20,15,11,228,"E2017"
"FENERBAHCE DOGUS ISTANBUL",20,17,22,14,228,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",20,19,18,22,229,"E2017"
"REAL MADRID",27,16,21,18,229,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",23,17,17,18,230,"E2017"
"VALENCIA BASKET",13,18,16,9,230,"E2017"
"UNICAJA MALAGA",19,28,7,20,13,231,"E2017"
"OLYMPIACOS PIRAEUS",22,11,23,18,11,231,"E2017"
"ZALGIRIS KAUNAS",23,25,16,21,232,"E2017"
"CSKA MOSCOW",18,24,18,13,232,"E2017"
"BASKONIA VITORIA GASTEIZ",18,14,19,28,233,"E2017"
"ANADOLU EFES ISTANBUL",13,20,27,21,233,"E2017"
"AX ARMANI EXCHANGE OLIMPIA MILAN",27,28,14,18,8,234,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",18,24,19,26,9,234,"E2017"
"FC BARCELONA LASSA",31,23,18,14,235,"E2017"
"KHIMKI MOSCOW REGION",18,27,21,16,235,"E2017"
"FENERBAHCE DOGUS ISTANBUL",14,22,15,32,8,236,"E2017"
"UNICAJA MALAGA",22,25,12,24,16,236,"E2017"
"CSKA MOSCOW",23,14,27,28,237,"E2017"
"CRVENA ZVEZDA MTS BELGRADE",24,20,19,18,237,"E2017"
"OLYMPIACOS PIRAEUS",25,18,16,21,5,238,"E2017"
"ZALGIRIS KAUNAS",10,21,25,24,6,238,"E2017"
"REAL MADRID",27,26,29,24,239,"E2017"
"BROSE BAMBERG",28,22,19,17,239,"E2017"
"VALENCIA BASKET",24,28,9,26,240,"E2017"
"MACCABI FOX TEL AVIV",18,21,18,27,240,"E2017"
"CSKA MOSCOW",25,21,26,26,241,"E2017"
"KHIMKI MOSCOW REGION",34,20,21,20,241,"E2017"
"PANATHINAIKOS SUPERFOODS ATHENS",26,20,31,18,242,"E2017"
"REAL MADRID",13,17,14,23,242,"E2017"
