"Team","Quarter1","Quarter2","Quarter3","Quarter4","GameCode","SeasonCode"
"PARTIZAN MOZZART BET BELGRADE",22,45,61,81,206,"E2023"
"ZALGIRIS KAUNAS",26,43,59,72,206,"E2023"
"BASKONIA VITORIA-GASTEIZ",13,29,48,62,207,"E2023"
"VALENCIA BASKET",16,45,58,77,207,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",11,39,61,82,208,"E2023"
"VALENCIA BASKET",12,30,49,64,208,"E2023"
"FC BAYERN MUNICH",25,56,82,94,112,209,"E2023"
"BASKONIA VITORIA-GASTEIZ",19,52,76,94,109,209,"E2023"
"LDLC ASVEL VILLEURBANNE",18,42,56,73,210,"E2023"
"FENERBAHCE BEKO ISTANBUL",16,39,67,83,210,"E2023"
"OLYMPIACOS PIRAEUS",20,45,78,101,211,"E2023"
"ALBA BERLIN",17,48,61,87,211,"E2023"
"REAL MADRID",29,52,80,106,212,"E2023"
"MACCABI PLAYTIKA TEL AVIV",18,45,73,101,212,"E2023"
"AS MONACO",14,44,65,85,213,"E2023"
"PARTIZAN MOZZART BET BELGRADE",16,38,61,70,213,"E2023"
"FC BARCELONA",20,41,61,84,214,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",17,27,44,57,214,"E2023"
"PANATHINAIKOS AKTOR ATHENS",21,44,57,79,215,"E2023"
"EA7 EMPORIO ARMANI MILAN",16,28,41,62,215,"E2023"
"ZALGIRIS KAUNAS",34,58,76,96,216,"E2023"
"ANADOLU EFES ISTANBUL",14,37,59,70,216,"E2023"
"ALBA BERLIN",15,30,45,66,217,"E2023"
"VALENCIA BASKET",20,42,65,81,217,"E2023"
"FC BAYERN MUNICH",14,38,51,72,218,"E2023"
"OLYMPIACOS PIRAEUS",18,35,54,76,218,"E2023"
"REAL MADRID",24,45,62,86,219,"E2023"
"LDLC ASVEL VILLEURBANNE",18,35,50,79,219,"E2023"
"BASKONIA VITORIA-GASTEIZ",20,54,73,92,220,"E2023"
"MACCABI PLAYTIKA TEL AVIV",26,47,63,82,220,"E2023"
"ANADOLU EFES ISTANBUL",15,34,64,79,221,"E2023"
"EA7 EMPORIO ARMANI MILAN",15,43,50,73,221,"E2023"
"AS MONACO",21,36,55,76,222,"E2023"
"FENERBAHCE BEKO ISTANBUL",25,44,61,69,222,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",17,32,51,76,223,"E2023"
"FC BARCELONA",18,45,64,85,223,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",19,35,62,88,224,"E2023"
"PARTIZAN MOZZART BET BELGRADE",19,31,58,84,224,"E2023"
"ZALGIRIS KAUNAS",25,44,64,80,225,"E2023"
"PANATHINAIKOS AKTOR ATHENS",25,38,56,68,225,"E2023"
"EA7 EMPORIO ARMANI MILAN",23,48,66,81,226,"E2023"
"REAL MADRID",19,29,54,76,226,"E2023"
"ANADOLU EFES ISTANBUL",29,50,77,105,227,"E2023"
"MACCABI PLAYTIKA TEL AVIV",27,51,75,91,227,"E2023"
"VALENCIA BASKET",19,39,48,65,228,"E2023"
"OLYMPIACOS PIRAEUS",21,40,60,78,228,"E2023"
"PARTIZAN MOZZART BET BELGRADE",23,45,63,78,229,"E2023"
"FC BAYERN MUNICH",26,41,59,79,229,"E2023"
"BASKONIA VITORIA-GASTEIZ",23,52,71,94,230,"E2023"
"LDLC ASVEL VILLEURBANNE",20,39,61,80,230,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",22,45,65,91,231,"E2023"
"ZALGIRIS KAUNAS",23,45,68,93,231,"E2023"
"FC BARCELONA",31,51,80,93,232,"E2023"
"ALBA BERLIN",26,39,51,77,232,"E2023"
"PANATHINAIKOS AKTOR ATHENS",13,38,57,74,233,"E2023"
"FENERBAHCE BEKO ISTANBUL",21,30,47,63,233,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",16,35,54,78,234,"E2023"
"AS MONACO",21,45,60,81,234,"E2023"
"ALBA BERLIN",15,38,56,71,235,"E2023"
"MACCABI PLAYTIKA TEL AVIV",27,57,87,106,235,"E2023"
"PARTIZAN MOZZART BET BELGRADE",17,43,64,100,236,"E2023"
"ANADOLU EFES ISTANBUL",20,40,59,90,236,"E2023"
"REAL MADRID",24,36,61,86,237,"E2023"
"PANATHINAIKOS AKTOR ATHENS",18,45,67,97,237,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",18,44,65,87,238,"E2023"
"VALENCIA BASKET",20,32,57,74,238,"E2023"
"ZALGIRIS KAUNAS",20,39,56,76,239,"E2023"
"OLYMPIACOS PIRAEUS",23,41,69,95,239,"E2023"
"FC BARCELONA",21,35,51,67,240,"E2023"
"AS MONACO",12,33,60,77,240,"E2023"
"FC BAYERN MUNICH",20,32,53,74,241,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",19,27,46,66,241,"E2023"
"FENERBAHCE BEKO ISTANBUL",32,55,78,111,242,"E2023"
"BASKONIA VITORIA-GASTEIZ",34,54,78,96,242,"E2023"
"LDLC ASVEL VILLEURBANNE",22,39,62,81,243,"E2023"
"EA7 EMPORIO ARMANI MILAN",13,35,56,77,243,"E2023"
"ANADOLU EFES ISTANBUL",26,53,88,109,244,"E2023"
"FC BAYERN MUNICH",28,49,65,86,244,"E2023"
"AS MONACO",25,46,69,98,245,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",17,38,60,80,245,"E2023"
"MACCABI PLAYTIKA TEL AVIV",21,42,56,83,246,"E2023"
"ZALGIRIS KAUNAS",21,40,62,76,246,"E2023"
"OLYMPIACOS PIRAEUS",21,37,57,74,247,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",22,46,51,69,247,"E2023"
"REAL MADRID",15,33,58,79,248,"E2023"
"FENERBAHCE BEKO ISTANBUL",20,43,67,89,248,"E2023"
"VALENCIA BASKET",18,42,57,78,249,"E2023"
"FC BARCELONA",18,37,59,88,249,"E2023"
"EA7 EMPORIO ARMANI MILAN",22,41,64,85,250,"E2023"
"PARTIZAN MOZZART BET BELGRADE",21,40,67,83,250,"E2023"
"PANATHINAIKOS AKTOR ATHENS",20,38,59,85,251,"E2023"
"LDLC ASVEL VILLEURBANNE",17,36,50,67,251,"E2023"
"BASKONIA VITORIA-GASTEIZ",23,42,63,88,252,"E2023"
"ALBA BERLIN",10,34,47,71,252,"E2023"
"ALBA BERLIN",27,39,62,82,253,"E2023"
"AS MONACO",13,45,69,90,253,"E2023"
"FC BARCELONA",29,51,74,94,254,"E2023"
"PARTIZAN MOZZART BET BELGRADE",24,48,68,76,254,"E2023"
"OLYMPIACOS PIRAEUS",7,33,48,71,255,"E2023"
"PANATHINAIKOS AKTOR ATHENS",17,33,42,65,255,"E2023"
"BASKONIA VITORIA-GASTEIZ",19,48,69,88,256,"E2023"
"EA7 EMPORIO ARMANI MILAN",18,34,55,73,256,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",21,47,61,80,257,"E2023"
"MACCABI PLAYTIKA TEL AVIV",17,31,53,84,257,"E2023"
"FENERBAHCE BEKO ISTANBUL",22,57,85,118,258,"E2023"
"VALENCIA BASKET",19,37,61,88,258,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",15,31,52,74,259,"E2023"
"REAL MADRID",23,44,61,89,259,"E2023"
"FC BAYERN MUNICH",18,33,50,64,260,"E2023"
"ZALGIRIS KAUNAS",10,21,37,58,260,"E2023"
"LDLC ASVEL VILLEURBANNE",19,46,65,84,261,"E2023"
"ANADOLU EFES ISTANBUL",16,39,52,80,261,"E2023"
"ALBA BERLIN",26,40,57,79,262,"E2023"
"REAL MADRID",16,36,58,86,262,"E2023"
"ANADOLU EFES ISTANBUL",26,48,66,85,263,"E2023"
"OLYMPIACOS PIRAEUS",21,37,61,72,263,"E2023"
"MACCABI PLAYTIKA TEL AVIV",23,47,66,98,264,"E2023"
"LDLC ASVEL VILLEURBANNE",21,49,69,90,264,"E2023"
"PARTIZAN MOZZART BET BELGRADE",23,44,69,87,265,"E2023"
"BASKONIA VITORIA-GASTEIZ",16,42,60,83,265,"E2023"
"ZALGIRIS KAUNAS",22,43,68,96,266,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",22,49,63,81,266,"E2023"
"AS MONACO",20,44,67,80,267,"E2023"
"EA7 EMPORIO ARMANI MILAN",27,58,76,98,267,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",20,41,56,76,268,"E2023"
"PANATHINAIKOS AKTOR ATHENS",29,51,70,89,268,"E2023"
"FENERBAHCE BEKO ISTANBUL",23,46,62,88,269,"E2023"
"FC BARCELONA",11,25,57,74,269,"E2023"
"VALENCIA BASKET",28,45,57,70,270,"E2023"
"FC BAYERN MUNICH",15,37,56,68,270,"E2023"
"ANADOLU EFES ISTANBUL",23,53,65,85,271,"E2023"
"ALBA BERLIN",23,40,67,84,271,"E2023"
"OLYMPIACOS PIRAEUS",20,43,54,80,272,"E2023"
"LDLC ASVEL VILLEURBANNE",12,35,55,64,272,"E2023"
"PARTIZAN MOZZART BET BELGRADE",13,31,54,76,273,"E2023"
"REAL MADRID",13,33,68,88,273,"E2023"
"ZALGIRIS KAUNAS",25,48,71,94,274,"E2023"
"BASKONIA VITORIA-GASTEIZ",17,34,57,76,274,"E2023"
"AS MONACO",25,38,57,79,275,"E2023"
"VALENCIA BASKET",15,34,54,78,275,"E2023"
"EA7 EMPORIO ARMANI MILAN",28,43,59,77,276,"E2023"
"FENERBAHCE BEKO ISTANBUL",18,36,51,76,276,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",21,48,74,94,277,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",23,42,65,79,277,"E2023"
"FC BAYERN MUNICH",21,35,62,74,278,"E2023"
"MACCABI PLAYTIKA TEL AVIV",22,48,63,89,278,"E2023"
"PANATHINAIKOS AKTOR ATHENS",20,34,60,89,279,"E2023"
"FC BARCELONA",23,46,61,81,279,"E2023"
"FC BAYERN MUNICH",19,30,53,79,280,"E2023"
"FC BARCELONA",25,47,71,87,280,"E2023"
"LDLC ASVEL VILLEURBANNE",12,40,61,77,281,"E2023"
"AS MONACO",23,44,56,87,281,"E2023"
"BASKONIA VITORIA-GASTEIZ",22,45,53,76,282,"E2023"
"ANADOLU EFES ISTANBUL",32,49,77,97,282,"E2023"
"MACCABI PLAYTIKA TEL AVIV",21,48,71,95,283,"E2023"
"VALENCIA BASKET",20,38,58,80,283,"E2023"
"PARTIZAN MOZZART BET BELGRADE",22,40,59,69,284,"E2023"
"OLYMPIACOS PIRAEUS",17,32,46,74,284,"E2023"
"ZALGIRIS KAUNAS",14,35,59,87,285,"E2023"
"EA7 EMPORIO ARMANI MILAN",17,37,54,73,285,"E2023"
"FENERBAHCE BEKO ISTANBUL",34,52,83,103,286,"E2023"
"ALBA BERLIN",18,40,53,68,286,"E2023"
"REAL MADRID",20,44,72,101,287,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",21,47,75,94,287,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",16,39,59,79,288,"E2023"
"PANATHINAIKOS AKTOR ATHENS",28,51,65,81,288,"E2023"
"ALBA BERLIN",15,34,62,83,289,"E2023"
"PARTIZAN MOZZART BET BELGRADE",23,47,72,94,289,"E2023"
"AS MONACO",20,39,51,69,290,"E2023"
"ZALGIRIS KAUNAS",11,29,44,66,290,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",14,39,64,86,291,"E2023"
"OLYMPIACOS PIRAEUS",23,42,63,89,291,"E2023"
"FC BARCELONA",19,44,70,92,292,"E2023"
"MACCABI PLAYTIKA TEL AVIV",19,43,63,89,292,"E2023"
"VALENCIA BASKET",19,38,45,69,293,"E2023"
"LDLC ASVEL VILLEURBANNE",27,52,79,98,293,"E2023"
"EA7 EMPORIO ARMANI MILAN",22,46,73,90,294,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",18,34,53,75,294,"E2023"
"FC BAYERN MUNICH",18,36,54,75,295,"E2023"
"PANATHINAIKOS AKTOR ATHENS",13,40,58,82,295,"E2023"
"FENERBAHCE BEKO ISTANBUL",13,36,52,80,296,"E2023"
"ANADOLU EFES ISTANBUL",16,32,51,82,296,"E2023"
"REAL MADRID",27,48,64,91,297,"E2023"
"BASKONIA VITORIA-GASTEIZ",17,42,65,95,297,"E2023"
"ANADOLU EFES ISTANBUL",15,45,76,100,298,"E2023"
"CRVENA ZVEZDA MERIDIANBET BELGRADE",11,31,44,55,298,"E2023"
"AS MONACO",29,52,72,89,299,"E2023"
"FC BAYERN MUNICH",14,30,60,85,299,"E2023"
"MACCABI PLAYTIKA TEL AVIV",27,52,77,92,300,"E2023"
"EA7 EMPORIO ARMANI MILAN",23,52,70,86,300,"E2023"
"PANATHINAIKOS AKTOR ATHENS",17,38,60,84,301,"E2023"
"ALBA BERLIN",23,37,63,75,301,"E2023"
"ZALGIRIS KAUNAS",9,25,42,62,302,"E2023"
"REAL MADRID",16,31,44,64,302,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",22,53,74,91,303,"E2023"
"BASKONIA VITORIA-GASTEIZ",21,44,75,95,303,"E2023"
"LDLC ASVEL VILLEURBANNE",24,38,57,76,304,"E2023"
"FC BARCELONA",18,42,57,72,304,"E2023"
"OLYMPIACOS PIRAEUS",19,38,53,69,84,305,"E2023"
"FENERBAHCE BEKO ISTANBUL",19,34,52,69,81,305,"E2023"
"PARTIZAN MOZZART BET BELGRADE",15,35,58,79,306,"E2023"
"VALENCIA BASKET",21,37,52,66,306,"E2023"
"MACCABI PLAYTIKA TEL AVIV",28,55,86,113,307,"E2023"
"BASKONIA VITORIA-GASTEIZ",15,36,61,85,307,"E2023"
"ANADOLU EFES ISTANBUL",23,36,50,64,308,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",21,35,48,67,308,"E2023"
"BASKONIA VITORIA-GASTEIZ",21,41,72,89,309,"E2023"
"VIRTUS SEGAFREDO BOLOGNA",22,41,57,77,309,"E2023"
"REAL MADRID",26,48,70,90,310,"E2023"
"BASKONIA VITORIA-GASTEIZ",17,37,53,74,310,"E2023"
"FC BARCELONA",18,35,54,75,311,"E2023"
"OLYMPIACOS PIRAEUS",19,44,61,77,311,"E2023"
"AS MONACO",26,46,61,81,91,312,"E2023"
"FENERBAHCE BEKO ISTANBUL",15,37,60,81,95,312,"E2023"
"PANATHINAIKOS AKTOR ATHENS",25,50,70,87,313,"E2023"
"MACCABI PLAYTIKA TEL AVIV",26,42,63,91,313,"E2023"
"REAL MADRID",23,46,74,101,314,"E2023"
"BASKONIA VITORIA-GASTEIZ",21,40,63,90,314,"E2023"
"FC BARCELONA",27,43,60,77,315,"E2023"
"OLYMPIACOS PIRAEUS",14,37,57,69,315,"E2023"
"AS MONACO",31,54,65,93,316,"E2023"
"FENERBAHCE BEKO ISTANBUL",21,50,74,88,316,"E2023"
"PANATHINAIKOS AKTOR ATHENS",20,51,71,95,317,"E2023"
"MACCABI PLAYTIKA TEL AVIV",28,39,60,79,317,"E2023"
"BASKONIA VITORIA-GASTEIZ",22,56,73,98,318,"E2023"
"REAL MADRID",22,52,72,102,318,"E2023"
"OLYMPIACOS PIRAEUS",13,37,51,71,80,319,"E2023"
"FC BARCELONA",13,32,57,71,82,319,"E2023"
"FENERBAHCE BEKO ISTANBUL",19,47,69,89,320,"E2023"
"AS MONACO",21,40,58,78,320,"E2023"
"MACCABI PLAYTIKA TEL AVIV",23,46,67,85,321,"E2023"
"PANATHINAIKOS AKTOR ATHENS",11,37,56,83,321,"E2023"
"OLYMPIACOS PIRAEUS",21,53,72,92,323,"E2023"
"FC BARCELONA",23,37,47,58,323,"E2023"
"FENERBAHCE BEKO ISTANBUL",15,33,47,62,324,"E2023"
"AS MONACO",11,30,48,65,324,"E2023"
"MACCABI PLAYTIKA TEL AVIV",29,50,69,88,325,"E2023"
"PANATHINAIKOS AKTOR ATHENS",26,49,74,95,325,"E2023"
"FC BARCELONA",12,27,40,59,327,"E2023"
"OLYMPIACOS PIRAEUS",9,25,40,63,327,"E2023"
"AS MONACO",15,40,55,70,79,328,"E2023"
"FENERBAHCE BEKO ISTANBUL",13,35,56,70,80,328,"E2023"
"PANATHINAIKOS AKTOR ATHENS",19,41,58,81,329,"E2023"
"MACCABI PLAYTIKA TEL AVIV",21,41,56,72,329,"E2023"
"REAL MADRID",28,56,71,87,330,"E2023"
"OLYMPIACOS PIRAEUS",10,37,58,76,330,"E2023"
"PANATHINAIKOS AKTOR ATHENS",22,38,56,73,331,"E2023"
"FENERBAHCE BEKO ISTANBUL",13,36,50,57,331,"E2023"
"OLYMPIACOS PIRAEUS",24,48,66,87,332,"E2023"
"FENERBAHCE BEKO ISTANBUL",16,37,62,84,332,"E2023"
"REAL MADRID",36,54,61,80,333,"E2023"
"PANATHINAIKOS AKTOR ATHENS",25,49,64,95,333,"E2023"
"PANATHINAIKOS ATHENS",22,37,51,68,1,"E2022"
"REAL MADRID",23,38,54,71,1,"E2022"
"LDLC ASVEL VILLEURBANNE",23,44,54,62,2,"E2022"
"EA7 EMPORIO ARMANI MILAN",14,41,56,69,2,"E2022"
"MACCABI PLAYTIKA TEL AVIV",30,46,71,84,3,"E2022"
"ZALGIRIS KAUNAS",27,48,65,83,3,"E2022"
"FC BAYERN MUNICH",19,34,46,62,4,"E2022"
"FENERBAHCE BEKO ISTANBUL",21,40,59,74,4,"E2022"
"VALENCIA BASKET",21,33,56,71,5,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",19,39,59,81,5,"E2022"
"ANADOLU EFES ISTANBUL",17,35,56,72,6,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",14,34,50,59,6,"E2022"
"ALBA BERLIN",33,61,77,100,7,"E2022"
"PARTIZAN MOZZART BET BELGRADE",18,43,61,84,7,"E2022"
"FC BARCELONA",16,28,49,70,8,"E2022"
"OLYMPIACOS PIRAEUS",13,34,57,80,8,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",18,34,45,66,9,"E2022"
"AS MONACO",18,40,63,83,9,"E2022"
"AS MONACO",12,36,58,82,95,10,"E2022"
"ANADOLU EFES ISTANBUL",20,35,60,82,92,10,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",24,38,56,75,11,"E2022"
"PANATHINAIKOS ATHENS",18,42,57,77,11,"E2022"
"FC BARCELONA",24,40,63,75,12,"E2022"
"REAL MADRID",15,30,52,73,12,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",24,34,56,66,13,"E2022"
"FC BAYERN MUNICH",16,32,51,63,13,"E2022"
"FENERBAHCE BEKO ISTANBUL",23,46,65,86,14,"E2022"
"MACCABI PLAYTIKA TEL AVIV",20,32,52,71,14,"E2022"
"OLYMPIACOS PIRAEUS",18,44,67,90,15,"E2022"
"ZALGIRIS KAUNAS",21,35,58,80,15,"E2022"
"EA7 EMPORIO ARMANI MILAN",12,30,51,70,74,16,"E2022"
"ALBA BERLIN",26,38,60,70,80,16,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",14,46,67,89,103,17,"E2022"
"PARTIZAN MOZZART BET BELGRADE",23,42,68,89,96,17,"E2022"
"VALENCIA BASKET",27,38,59,76,18,"E2022"
"LDLC ASVEL VILLEURBANNE",16,42,62,77,18,"E2022"
"ZALGIRIS KAUNAS",16,31,52,68,19,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",24,38,53,65,19,"E2022"
"ANADOLU EFES ISTANBUL",21,45,68,91,20,"E2022"
"VALENCIA BASKET",20,45,66,92,20,"E2022"
"FENERBAHCE BEKO ISTANBUL",25,42,65,84,21,"E2022"
"LDLC ASVEL VILLEURBANNE",19,36,46,63,21,"E2022"
"MACCABI PLAYTIKA TEL AVIV",14,31,52,78,22,"E2022"
"AS MONACO",20,42,59,70,22,"E2022"
"FC BAYERN MUNICH",18,34,53,73,23,"E2022"
"FC BARCELONA",18,37,65,84,23,"E2022"
"PARTIZAN MOZZART BET BELGRADE",27,49,61,75,24,"E2022"
"EA7 EMPORIO ARMANI MILAN",17,41,62,80,24,"E2022"
"ALBA BERLIN",17,43,64,94,25,"E2022"
"PANATHINAIKOS ATHENS",9,33,45,65,25,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",23,42,59,92,26,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",24,47,57,75,26,"E2022"
"REAL MADRID",21,38,62,87,27,"E2022"
"OLYMPIACOS PIRAEUS",20,37,63,89,27,"E2022"
"ZALGIRIS KAUNAS",20,44,55,73,28,"E2022"
"FC BARCELONA",19,35,56,72,28,"E2022"
"FENERBAHCE BEKO ISTANBUL",20,34,60,79,29,"E2022"
"VALENCIA BASKET",25,43,58,77,29,"E2022"
"MACCABI PLAYTIKA TEL AVIV",15,42,68,88,30,"E2022"
"LDLC ASVEL VILLEURBANNE",21,41,52,69,30,"E2022"
"FC BAYERN MUNICH",22,43,66,81,31,"E2022"
"EA7 EMPORIO ARMANI MILAN",16,37,63,83,31,"E2022"
"PARTIZAN MOZZART BET BELGRADE",27,51,69,90,32,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",11,32,47,62,32,"E2022"
"ANADOLU EFES ISTANBUL",22,41,58,78,33,"E2022"
"ALBA BERLIN",23,37,60,74,33,"E2022"
"PANATHINAIKOS ATHENS",13,34,59,80,34,"E2022"
"AS MONACO",29,40,60,83,34,"E2022"
"REAL MADRID",25,39,54,72,35,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",10,30,44,56,35,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",16,47,74,92,36,"E2022"
"OLYMPIACOS PIRAEUS",32,42,65,97,36,"E2022"
"MACCABI PLAYTIKA TEL AVIV",20,47,69,85,37,"E2022"
"PANATHINAIKOS ATHENS",17,42,59,74,37,"E2022"
"PARTIZAN MOZZART BET BELGRADE",20,44,60,87,38,"E2022"
"ZALGIRIS KAUNAS",22,36,57,76,38,"E2022"
"VALENCIA BASKET",23,50,72,87,39,"E2022"
"ALBA BERLIN",20,39,55,73,39,"E2022"
"OLYMPIACOS PIRAEUS",16,37,51,76,40,"E2022"
"AS MONACO",17,33,56,81,40,"E2022"
"REAL MADRID",24,45,64,91,41,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",18,41,68,95,41,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",28,44,65,78,42,"E2022"
"FC BAYERN MUNICH",17,43,57,72,42,"E2022"
"ANADOLU EFES ISTANBUL",27,44,62,79,43,"E2022"
"FENERBAHCE BEKO ISTANBUL",26,49,71,88,43,"E2022"
"FC BARCELONA",21,43,61,74,44,"E2022"
"EA7 EMPORIO ARMANI MILAN",21,29,41,56,44,"E2022"
"LDLC ASVEL VILLEURBANNE",24,48,73,87,45,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",10,30,52,61,45,"E2022"
"AS MONACO",17,38,59,85,46,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",19,31,53,77,46,"E2022"
"PANATHINAIKOS ATHENS",16,41,64,89,47,"E2022"
"PARTIZAN MOZZART BET BELGRADE",31,54,68,91,47,"E2022"
"EA7 EMPORIO ARMANI MILAN",20,50,61,77,48,"E2022"
"REAL MADRID",23,47,67,83,48,"E2022"
"FC BAYERN MUNICH",18,38,62,81,49,"E2022"
"ANADOLU EFES ISTANBUL",18,39,61,78,49,"E2022"
"ZALGIRIS KAUNAS",13,32,54,88,50,"E2022"
"ALBA BERLIN",25,44,61,81,50,"E2022"
"FC BARCELONA",21,39,62,81,51,"E2022"
"FENERBAHCE BEKO ISTANBUL",19,36,49,80,51,"E2022"
"OLYMPIACOS PIRAEUS",28,47,71,82,52,"E2022"
"VALENCIA BASKET",22,34,58,83,52,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",35,63,90,116,53,"E2022"
"MACCABI PLAYTIKA TEL AVIV",20,42,67,87,53,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",22,50,64,79,54,"E2022"
"LDLC ASVEL VILLEURBANNE",18,36,63,84,54,"E2022"
"ALBA BERLIN",15,39,58,77,55,"E2022"
"FC BAYERN MUNICH",26,45,68,79,55,"E2022"
"OLYMPIACOS PIRAEUS",22,45,68,87,56,"E2022"
"PARTIZAN MOZZART BET BELGRADE",14,38,54,58,56,"E2022"
"LDLC ASVEL VILLEURBANNE",24,46,67,76,57,"E2022"
"ZALGIRIS KAUNAS",22,50,69,93,57,"E2022"
"MACCABI PLAYTIKA TEL AVIV",20,43,61,79,58,"E2022"
"FC BARCELONA",23,40,62,86,58,"E2022"
"REAL MADRID",26,54,69,94,59,"E2022"
"ANADOLU EFES ISTANBUL",19,43,63,85,59,"E2022"
"FENERBAHCE BEKO ISTANBUL",24,42,66,93,60,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",23,41,57,79,60,"E2022"
"PANATHINAIKOS ATHENS",22,38,67,98,61,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",18,43,59,83,61,"E2022"
"EA7 EMPORIO ARMANI MILAN",23,35,41,59,62,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",12,39,53,64,62,"E2022"
"VALENCIA BASKET",20,41,64,89,63,"E2022"
"AS MONACO",20,40,54,84,63,"E2022"
"ANADOLU EFES ISTANBUL",16,45,66,96,64,"E2022"
"FC BARCELONA",22,41,57,86,64,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",17,38,54,71,65,"E2022"
"LDLC ASVEL VILLEURBANNE",14,23,53,67,65,"E2022"
"FC BAYERN MUNICH",11,34,54,71,66,"E2022"
"OLYMPIACOS PIRAEUS",27,40,67,82,66,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",24,42,66,89,67,"E2022"
"VALENCIA BASKET",8,25,42,59,67,"E2022"
"REAL MADRID",26,53,70,90,68,"E2022"
"ALBA BERLIN",20,37,52,72,68,"E2022"
"FENERBAHCE BEKO ISTANBUL",22,55,78,107,69,"E2022"
"PANATHINAIKOS ATHENS",25,40,55,77,69,"E2022"
"AS MONACO",20,48,58,79,70,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",24,45,63,74,70,"E2022"
"ZALGIRIS KAUNAS",16,34,49,71,71,"E2022"
"EA7 EMPORIO ARMANI MILAN",11,24,39,62,71,"E2022"
"PARTIZAN MOZZART BET BELGRADE",22,49,69,96,72,"E2022"
"MACCABI PLAYTIKA TEL AVIV",26,50,68,88,72,"E2022"
"AS MONACO",18,38,60,93,73,"E2022"
"FENERBAHCE BEKO ISTANBUL",21,45,79,96,73,"E2022"
"ALBA BERLIN",19,40,57,75,84,74,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",20,37,55,75,88,74,"E2022"
"MACCABI PLAYTIKA TEL AVIV",22,43,63,90,75,"E2022"
"OLYMPIACOS PIRAEUS",20,45,69,84,75,"E2022"
"EA7 EMPORIO ARMANI MILAN",18,34,41,51,76,"E2022"
"ANADOLU EFES ISTANBUL",18,34,55,80,76,"E2022"
"VALENCIA BASKET",19,31,46,73,77,"E2022"
"REAL MADRID",31,41,59,80,77,"E2022"
"FC BARCELONA",17,39,64,79,78,"E2022"
"PARTIZAN MOZZART BET BELGRADE",21,32,49,68,78,"E2022"
"LDLC ASVEL VILLEURBANNE",15,33,53,74,79,"E2022"
"FC BAYERN MUNICH",25,42,53,75,79,"E2022"
"PANATHINAIKOS ATHENS",12,38,67,76,88,80,"E2022"
"VIRTUS SEGAFREDO BOLOGNA",21,41,62,76,85,80,"E2022"
"CAZOO BASKONIA VITORIA-GASTEIZ",21,42,64,93,81,"E2022"
"ZALGIRIS KAUNAS",20,44,58,73,81,"E2022"
"CRVENA ZVEZDA MTS BELGRADE",27,36,50,69,82,"E2022"
"MACCABI PLAYTIKA TEL AVIV",18,29,47,68,82,"E2022"
