Team,TotalSeconds,total_Points,total_FGMade2,total_FGAtt2,total_FGMade3,total_FGAtt3,total_FTMade,total_FThrowsAtt,total_OReb,total_DReb,total_Reb,total_Assists,total_steals,total_turnovers,total_blocksfavour,total_blocksagainst,total_FoulsCommited,total_FoulsReceived,total_PIR,GameCode,SeasonCode,name_Team
TEL,12000,67,16,31,9,25,8,8,10,21,31,18,6,13,3,5,16,16,76,111,E2020,MACCABI PLAYTIKA TEL AVIV
PAM,12000,76,26,43,7,21,3,5,13,25,38,23,4,14,0,6,19,13,82,112,E2020,VALENCIA BASKET
IST,12000,74,21,37,7,20,11,16,7,17,24,15,7,9,6,0,13,18,88,112,E2020,ANADOLU EFES ISTANBUL
MAD,12000,79,16,34,9,21,20,23,8,23,31,15,11,12,5,0,21,22,97,113,E2020,REAL MADRID
DYR,12000,72,16,31,8,22,16,20,9,24,33,15,5,18,0,5,22,21,68,113,E2020,ZENIT ST PETERSBURG
KHI,12000,87,18,35,11,28,18,29,12,24,36,22,6,16,7,2,25,22,92,114,E2020,KHIMKI MOSCOW REGION
CSK,12000,96,23,45,9,23,23,30,17,26,43,17,9,14,2,7,22,25,106,114,E2020,CSKA MOSCOW
PAN,12000,69,16,34,8,28,13,16,11,18,29,19,7,9,4,1,19,19,77,115,E2020,PANATHINAIKOS OPAP ATHENS
ZAL,12000,81,18,41,13,20,6,7,12,29,41,17,5,17,1,4,19,19,93,115,E2020,ZALGIRIS KAUNAS
MUN,12000,76,22,49,6,14,14,16,12,25,37,14,11,11,0,4,20,19,85,116,E2020,FC BAYERN MUNICH
ASV,12000,62,15,33,8,23,8,11,8,24,32,13,6,17,4,0,19,19,64,116,E2020,LDLC ASVEL VILLEURBANNE
BAR,12000,87,25,43,8,14,13,15,12,27,39,22,7,17,1,1,20,21,113,117,E2020,FC BARCELONA
MIL,12000,71,13,32,10,27,15,20,10,12,22,13,5,10,1,1,21,20,59,117,E2020,AX ARMANI EXCHANGE MILAN
CSK,12000,100,26,37,13,31,9,12,16,30,46,23,6,12,1,3,20,16,125,118,E2020,CSKA MOSCOW
IST,12000,65,16,45,7,21,12,17,14,15,29,11,6,9,3,1,16,20,60,118,E2020,ANADOLU EFES ISTANBUL
ULK,12000,71,14,29,10,21,13,15,5,24,29,16,5,19,3,3,18,20,76,119,E2020,FENERBAHCE BEKO ISTANBUL
MIL,12000,79,22,45,9,21,8,9,10,22,32,16,6,12,3,3,21,18,82,119,E2020,AX ARMANI EXCHANGE MILAN
RED,13500,84,18,38,12,28,12,14,9,27,36,21,6,15,3,3,25,17,86,120,E2020,CRVENA ZVEZDA MTS BELGRADE
BER,13500,90,20,39,11,29,17,20,12,25,37,24,4,14,3,3,17,25,109,120,E2020,ALBA BERLIN
ZAL,12000,92,16,32,18,26,6,7,10,27,37,22,5,18,0,2,17,14,108,121,E2020,ZALGIRIS KAUNAS
BAS,12000,73,20,41,9,23,6,9,10,13,23,17,10,11,2,0,14,17,79,121,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
PAN,15000,93,28,46,7,28,16,20,6,37,43,19,6,13,2,1,23,22,105,122,E2020,PANATHINAIKOS OPAP ATHENS
MAD,15000,97,30,49,6,33,19,23,11,34,45,20,9,9,1,2,22,23,112,122,E2020,REAL MADRID
DYR,12000,79,17,34,11,23,12,14,9,21,30,18,7,12,1,1,20,20,91,123,E2020,ZENIT ST PETERSBURG
MUN,12000,75,23,41,6,14,11,14,7,21,28,18,9,12,1,1,20,20,89,123,E2020,FC BAYERN MUNICH
OLY,12000,85,18,36,9,26,22,27,15,12,27,18,6,8,2,3,20,25,92,124,E2020,OLYMPIACOS PIRAEUS
PAM,12000,96,23,35,10,21,20,21,12,20,32,20,5,13,3,2,25,20,112,124,E2020,VALENCIA BASKET
ASV,12000,84,33,49,3,13,9,11,10,24,34,16,5,13,4,2,22,16,94,125,E2020,LDLC ASVEL VILLEURBANNE
TEL,12000,81,19,32,9,30,16,22,10,17,27,13,8,10,2,4,16,22,83,125,E2020,MACCABI PLAYTIKA TEL AVIV
BAR,12000,87,15,30,10,15,27,34,6,23,29,26,4,15,2,1,18,29,116,126,E2020,FC BARCELONA
KHI,12000,74,17,33,11,35,7,12,15,18,33,17,10,14,1,2,29,18,63,126,E2020,KHIMKI MOSCOW REGION
IST,12000,69,15,38,9,19,12,18,9,22,31,14,6,21,4,3,19,19,61,127,E2020,ANADOLU EFES ISTANBUL
MIL,10697,72,19,37,9,20,7,12,7,19,26,15,10,16,3,4,19,19,72,127,E2020,AX ARMANI EXCHANGE MILAN
ZAL,12000,99,19,34,16,30,13,16,13,28,41,31,8,12,0,2,16,18,135,128,E2020,ZALGIRIS KAUNAS
ULK,12000,62,18,31,7,25,5,12,7,16,23,11,8,15,2,0,18,16,51,128,E2020,FENERBAHCE BEKO ISTANBUL
PAN,12000,92,16,28,15,34,15,16,10,25,35,21,7,9,6,0,18,20,122,129,E2020,PANATHINAIKOS OPAP ATHENS
BER,12000,69,12,32,12,29,9,11,8,21,29,17,4,12,0,6,20,18,60,129,E2020,ALBA BERLIN
CSK,12000,83,20,38,11,24,10,12,10,24,34,12,6,9,2,1,14,19,99,130,E2020,CSKA MOSCOW
DYR,12000,65,20,39,7,17,4,5,3,22,25,14,2,11,1,2,19,14,59,130,E2020,ZENIT ST PETERSBURG
RED,12000,76,25,37,7,25,5,6,10,23,33,20,6,10,1,3,21,15,86,131,E2020,CRVENA ZVEZDA MTS BELGRADE
PAM,12000,73,16,26,9,29,14,20,10,18,28,22,4,10,3,1,15,21,89,131,E2020,VALENCIA BASKET
OLY,13500,82,22,43,6,25,20,24,12,26,38,16,8,15,3,7,22,19,78,132,E2020,OLYMPIACOS PIRAEUS
MAD,13500,86,15,32,13,32,17,20,11,28,39,25,8,18,7,3,19,22,108,132,E2020,REAL MADRID
MUN,12000,77,25,51,5,14,12,18,9,27,36,16,3,5,1,3,23,24,85,133,E2020,FC BAYERN MUNICH
BAS,12000,66,15,42,5,20,21,22,15,26,41,18,4,12,3,1,24,23,75,133,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
ASV,12000,90,22,39,8,21,22,27,10,23,33,19,6,12,3,1,18,27,112,134,E2020,LDLC ASVEL VILLEURBANNE
KHI,12000,84,22,37,9,25,13,18,7,22,29,25,8,11,1,3,27,18,88,134,E2020,KHIMKI MOSCOW REGION
BAR,12000,67,16,34,7,20,14,17,10,22,32,11,6,14,1,6,25,21,59,135,E2020,FC BARCELONA
TEL,12000,68,22,45,3,15,15,20,14,21,35,19,7,11,6,1,21,25,87,135,E2020,MACCABI PLAYTIKA TEL AVIV
DYR,12000,98,17,26,16,26,16,20,6,15,21,24,8,12,1,1,20,21,117,136,E2020,ZENIT ST PETERSBURG
RED,12000,69,19,34,5,11,16,21,7,14,21,10,7,19,1,1,21,20,61,136,E2020,CRVENA ZVEZDA MTS BELGRADE
IST,12000,86,22,38,8,25,18,24,10,20,30,19,7,6,4,2,21,22,100,137,E2020,ANADOLU EFES ISTANBUL
BAR,12000,79,17,38,9,27,18,19,17,26,43,15,2,14,2,4,22,21,82,137,E2020,FC BARCELONA
TEL,12000,89,21,39,9,21,20,23,9,27,36,14,8,11,3,6,19,21,102,138,E2020,MACCABI PLAYTIKA TEL AVIV
PAN,12000,81,16,30,13,30,10,14,3,24,27,17,7,11,6,3,21,19,87,138,E2020,PANATHINAIKOS OPAP ATHENS
ASV,12000,78,19,35,10,23,10,12,10,17,27,20,8,16,3,2,21,17,83,139,E2020,LDLC ASVEL VILLEURBANNE
CSK,12000,87,23,39,8,20,17,24,14,19,33,17,9,13,2,3,17,21,101,139,E2020,CSKA MOSCOW
MAD,12000,91,20,29,15,32,6,6,11,28,39,26,8,15,4,0,12,11,126,140,E2020,REAL MADRID
BER,12000,62,16,34,9,28,3,4,9,14,23,16,7,14,0,4,11,12,53,140,E2020,ALBA BERLIN
ULK,12000,84,27,42,6,22,12,13,9,21,30,25,9,9,2,6,18,19,104,141,E2020,FENERBAHCE BEKO ISTANBUL
OLY,12000,77,13,22,15,32,6,9,4,20,24,21,3,14,6,2,19,18,85,141,E2020,OLYMPIACOS PIRAEUS
ZAL,12000,74,20,36,6,15,16,19,5,25,30,19,9,20,1,2,20,22,85,142,E2020,ZALGIRIS KAUNAS
MUN,12000,73,22,47,7,20,8,10,13,19,32,17,9,16,2,1,23,20,73,142,E2020,FC BAYERN MUNICH
MIL,12000,79,18,41,12,28,7,10,10,21,31,14,8,13,3,5,21,14,68,143,E2020,AX ARMANI EXCHANGE MILAN
BAS,12000,84,22,36,9,19,13,17,5,29,34,24,9,18,5,3,14,21,114,143,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
PAM,12000,88,29,43,4,17,18,18,6,25,31,25,8,16,0,4,22,19,102,144,E2020,VALENCIA BASKET
KHI,12000,82,14,29,13,33,15,17,10,21,31,17,7,19,4,0,19,22,88,144,E2020,KHIMKI MOSCOW REGION
KHI,12000,88,18,32,13,30,13,13,5,22,27,27,2,9,5,3,22,21,105,145,E2020,KHIMKI MOSCOW REGION
OLY,12000,105,19,39,16,29,19,24,13,23,36,19,6,6,3,5,21,22,121,145,E2020,OLYMPIACOS PIRAEUS
IST,12000,65,15,31,7,31,14,17,9,29,38,12,5,12,4,5,20,19,63,146,E2020,ANADOLU EFES ISTANBUL
MAD,12000,73,13,34,14,35,5,6,12,30,42,17,5,13,5,4,19,20,83,146,E2020,REAL MADRID
BER,12000,71,23,48,6,19,7,9,14,20,34,21,9,16,2,6,21,19,73,147,E2020,ALBA BERLIN
ZAL,12000,74,24,41,5,15,11,16,8,25,33,18,8,17,6,2,19,21,90,147,E2020,ZALGIRIS KAUNAS
TEL,12000,72,17,34,8,25,14,18,5,21,26,13,10,13,0,2,22,21,67,148,E2020,MACCABI PLAYTIKA TEL AVIV
DYR,12000,78,23,36,7,19,11,17,7,29,36,19,4,16,2,0,21,21,92,148,E2020,ZENIT ST PETERSBURG
BAS,12000,71,20,36,8,32,7,9,14,26,40,15,8,12,4,1,15,17,85,149,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
PAM,12000,70,18,30,8,31,10,13,7,27,34,16,6,12,1,4,17,15,71,149,E2020,VALENCIA BASKET
ULK,12000,81,29,46,7,17,2,2,8,26,34,23,8,17,1,3,18,15,97,150,E2020,FENERBAHCE BEKO ISTANBUL
ASV,12000,59,11,33,10,21,7,12,8,18,26,13,10,22,3,1,15,18,53,150,E2020,LDLC ASVEL VILLEURBANNE
RED,12000,74,11,27,12,30,16,19,9,22,31,12,8,13,1,4,20,23,75,151,E2020,CRVENA ZVEZDA MTS BELGRADE
PAN,12000,71,17,28,8,29,13,15,10,25,35,16,5,15,4,1,23,20,78,151,E2020,PANATHINAIKOS OPAP ATHENS
MUN,12000,90,20,41,9,17,23,23,9,24,33,19,10,13,3,0,21,23,115,152,E2020,FC BAYERN MUNICH
BAR,12000,77,22,35,7,22,12,17,7,20,27,15,7,13,0,3,23,21,75,152,E2020,FC BARCELONA
MIL,13500,87,24,44,5,23,24,26,9,24,33,15,4,9,3,2,29,26,88,153,E2020,AX ARMANI EXCHANGE MILAN
CSK,13500,91,20,48,11,36,18,22,30,30,60,17,3,16,2,3,26,29,100,153,E2020,CSKA MOSCOW
ZAL,12000,102,31,47,7,17,19,21,11,27,38,25,5,9,1,2,22,25,135,154,E2020,ZALGIRIS KAUNAS
KHI,12000,75,16,29,10,32,13,17,8,16,24,18,4,11,2,1,25,22,69,154,E2020,KHIMKI MOSCOW REGION
RED,12000,71,12,30,9,22,20,21,8,21,29,18,11,18,4,2,16,22,87,155,E2020,CRVENA ZVEZDA MTS BELGRADE
ULK,12000,73,22,40,6,22,11,12,13,23,36,15,13,15,2,4,22,16,79,155,E2020,FENERBAHCE BEKO ISTANBUL
BER,12000,73,20,44,6,21,15,16,13,17,30,19,4,13,1,2,19,20,73,156,E2020,ALBA BERLIN
TEL,12000,85,18,30,11,24,16,19,6,26,32,17,6,16,2,1,20,19,96,156,E2020,MACCABI PLAYTIKA TEL AVIV
PAN,12000,77,20,42,7,16,16,22,12,17,29,21,9,13,4,5,26,25,84,157,E2020,PANATHINAIKOS OPAP ATHENS
DYR,12000,89,23,33,7,23,22,25,11,20,31,21,8,13,5,4,25,26,109,157,E2020,ZENIT ST PETERSBURG
BAR,12000,89,22,45,11,19,12,17,15,19,34,17,7,6,4,1,21,21,108,158,E2020,FC BARCELONA
PAM,12000,72,13,26,10,25,16,19,10,19,29,18,4,14,1,4,21,21,75,158,E2020,VALENCIA BASKET
OLY,12000,84,18,33,10,22,18,19,8,21,29,16,8,14,3,3,21,22,96,159,E2020,OLYMPIACOS PIRAEUS
MUN,12000,82,20,38,10,25,12,14,12,18,30,23,9,13,3,3,23,21,94,159,E2020,FC BAYERN MUNICH
ASV,12000,80,20,39,11,22,7,12,11,17,28,16,7,19,2,2,25,17,69,160,E2020,LDLC ASVEL VILLEURBANNE
IST,12000,102,21,41,11,18,27,30,12,21,33,21,11,13,2,2,17,25,132,160,E2020,ANADOLU EFES ISTANBUL
BAS,12000,95,25,43,11,23,12,18,11,26,37,23,5,8,5,2,19,21,121,161,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
CSK,12000,93,20,47,14,28,11,14,17,21,38,16,5,6,2,5,21,19,97,161,E2020,CSKA MOSCOW
MAD,12000,76,23,39,8,26,6,7,5,26,31,17,7,11,3,0,18,14,84,162,E2020,REAL MADRID
MIL,12000,80,22,45,8,17,12,16,8,27,35,13,6,11,0,3,14,18,88,162,E2020,AX ARMANI EXCHANGE MILAN
KHI,12000,75,12,32,12,24,15,19,6,16,22,15,9,12,1,1,18,21,76,163,E2020,KHIMKI MOSCOW REGION
BAR,12000,87,27,48,8,19,9,13,16,28,44,29,7,15,1,1,21,18,113,163,E2020,FC BARCELONA
IST,12000,84,18,29,12,32,12,15,11,22,33,20,5,12,0,0,16,19,99,164,E2020,ANADOLU EFES ISTANBUL
BER,12000,76,21,34,9,26,7,9,8,21,29,18,6,14,0,0,20,16,79,164,E2020,ALBA BERLIN
ULK,12000,96,23,32,15,28,5,6,6,21,27,29,8,16,2,1,22,17,117,165,E2020,FENERBAHCE BEKO ISTANBUL
BAS,12000,76,15,31,10,24,16,18,9,17,26,19,8,18,1,2,17,22,83,165,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
TEL,13500,87,22,36,6,27,25,35,11,26,37,13,8,21,3,2,28,31,83,166,E2020,MACCABI PLAYTIKA TEL AVIV
OLY,13500,89,20,35,8,26,25,29,8,24,32,16,11,19,2,3,31,28,88,166,E2020,OLYMPIACOS PIRAEUS
MIL,12000,95,19,30,16,27,9,9,7,16,23,17,9,16,0,1,22,15,98,167,E2020,AX ARMANI EXCHANGE MILAN
PAM,12000,80,18,28,9,23,17,20,8,13,21,20,8,16,1,0,16,21,92,167,E2020,VALENCIA BASKET
CSK,12000,83,24,44,7,22,14,16,15,29,44,19,4,12,1,1,20,19,100,168,E2020,CSKA MOSCOW
ZAL,12000,73,18,37,9,26,10,13,8,18,26,17,6,8,1,1,19,20,76,168,E2020,ZALGIRIS KAUNAS
PAN,12000,88,24,38,8,24,16,19,12,29,41,23,4,13,7,1,18,19,117,169,E2020,PANATHINAIKOS OPAP ATHENS
ASV,12000,71,24,49,5,20,8,12,12,20,32,10,8,9,1,7,19,18,61,169,E2020,LDLC ASVEL VILLEURBANNE
MUN,12000,82,20,38,9,21,15,20,5,23,28,17,6,10,0,1,24,23,86,170,E2020,FC BAYERN MUNICH
DYR,12000,80,19,33,9,27,15,22,7,25,32,14,4,13,1,0,23,23,79,170,E2020,ZENIT ST PETERSBURG
MAD,12000,77,13,33,11,28,18,20,13,20,33,18,7,11,2,6,18,23,86,171,E2020,REAL MADRID
RED,12000,79,18,35,9,20,16,19,9,23,32,10,3,14,6,2,23,18,78,171,E2020,CRVENA ZVEZDA MTS BELGRADE
IST,12000,99,28,46,9,21,16,21,12,29,41,23,9,8,1,3,16,20,131,172,E2020,ANADOLU EFES ISTANBUL
KHI,12000,60,17,30,6,27,8,10,6,20,26,11,4,15,3,1,20,16,48,172,E2020,KHIMKI MOSCOW REGION
BER,12000,70,16,36,10,26,8,9,9,19,28,20,5,13,1,3,13,17,75,173,E2020,ALBA BERLIN
MIL,12000,84,15,29,15,30,9,14,11,26,37,28,7,15,3,1,17,13,105,173,E2020,AX ARMANI EXCHANGE MILAN
TEL,12000,91,25,41,9,24,14,17,10,22,32,20,5,10,2,3,17,22,108,174,E2020,MACCABI PLAYTIKA TEL AVIV
BAS,12000,82,18,33,11,28,13,14,9,21,30,19,8,15,3,2,22,17,87,174,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
CSK,12000,75,21,50,4,21,21,25,18,24,42,15,4,7,4,2,19,26,88,175,E2020,CSKA MOSCOW
BAR,12000,88,18,34,12,27,16,19,8,27,35,14,2,13,2,4,26,19,83,175,E2020,FC BARCELONA
DYR,12000,77,14,21,9,27,22,26,9,28,37,16,4,16,2,0,21,24,94,176,E2020,ZENIT ST PETERSBURG
ZAL,12000,65,19,43,5,18,12,14,10,18,28,11,8,10,0,2,24,21,58,176,E2020,ZALGIRIS KAUNAS
ULK,12000,100,21,34,15,24,13,16,8,21,29,24,6,18,5,3,22,19,115,177,E2020,FENERBAHCE BEKO ISTANBUL
PAN,12000,74,20,44,6,23,16,23,21,14,35,22,11,17,3,5,19,22,78,177,E2020,PANATHINAIKOS OPAP ATHENS
OLY,12000,63,14,26,7,24,14,19,10,23,33,15,7,16,1,4,20,22,67,178,E2020,OLYMPIACOS PIRAEUS
ASV,12000,69,15,28,10,26,9,17,10,21,31,21,6,12,4,1,22,20,79,178,E2020,LDLC ASVEL VILLEURBANNE
MUN,13500,76,21,46,8,23,10,13,8,27,35,15,5,12,3,1,18,18,78,179,E2020,FC BAYERN MUNICH
MAD,13500,81,28,44,4,21,13,17,7,33,40,20,7,15,1,3,18,18,94,179,E2020,REAL MADRID
PAM,12000,91,22,33,9,20,20,24,6,17,23,22,8,10,5,1,21,25,116,180,E2020,VALENCIA BASKET
RED,12000,71,19,36,5,19,18,20,13,18,31,11,6,17,1,5,25,19,59,180,E2020,CRVENA ZVEZDA MTS BELGRADE
DYR,12000,85,21,33,9,24,16,19,8,25,33,20,7,11,4,3,21,18,102,181,E2020,ZENIT ST PETERSBURG
IST,12000,78,22,43,7,29,13,18,18,20,38,13,6,10,3,4,18,21,79,181,E2020,ANADOLU EFES ISTANBUL
PAN,12000,94,20,36,10,27,24,28,21,19,40,15,8,15,1,3,17,26,112,182,E2020,PANATHINAIKOS OPAP ATHENS
KHI,12000,78,24,42,7,17,9,12,10,13,23,23,9,15,3,1,26,17,80,182,E2020,KHIMKI MOSCOW REGION
TEL,12000,86,21,35,12,27,8,12,8,19,27,16,3,8,1,4,18,20,90,183,E2020,MACCABI PLAYTIKA TEL AVIV
MAD,12000,84,21,33,10,23,12,14,6,19,25,20,1,8,4,1,20,18,96,183,E2020,REAL MADRID
MIL,12000,75,19,38,7,18,16,19,6,28,34,15,6,14,4,1,20,24,90,184,E2020,AX ARMANI EXCHANGE MILAN
MUN,12000,51,16,44,2,14,13,18,13,25,38,7,8,20,1,4,24,20,32,184,E2020,FC BAYERN MUNICH
ASV,12000,90,21,37,9,20,21,25,7,18,25,17,10,12,4,0,26,24,101,185,E2020,LDLC ASVEL VILLEURBANNE
PAM,12000,77,19,34,5,14,24,28,6,20,26,18,4,20,0,4,25,26,74,185,E2020,VALENCIA BASKET
CSK,12000,83,22,35,8,24,15,22,11,20,31,17,2,12,1,3,19,21,85,186,E2020,CSKA MOSCOW
ULK,12000,89,24,40,9,18,14,16,4,19,23,22,5,8,3,1,21,19,104,186,E2020,FENERBAHCE BEKO ISTANBUL
RED,12000,60,12,28,8,30,12,21,9,21,30,13,6,10,1,1,23,24,53,187,E2020,CRVENA ZVEZDA MTS BELGRADE
BAR,12000,72,22,40,2,18,22,27,14,33,47,14,5,12,1,1,24,23,86,187,E2020,FC BARCELONA
ZAL,12000,81,21,33,10,24,9,9,9,24,33,21,5,15,1,2,17,16,97,188,E2020,ZALGIRIS KAUNAS
OLY,12000,79,16,29,12,31,11,14,9,17,26,16,5,13,2,1,16,17,80,188,E2020,OLYMPIACOS PIRAEUS
BAS,12000,77,19,40,11,31,6,8,11,19,30,21,14,17,1,3,19,17,78,189,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
BER,12000,84,18,32,13,28,9,13,10,29,39,20,7,22,3,1,17,19,99,189,E2020,ALBA BERLIN
KHI,12000,93,16,32,13,34,22,24,11,17,28,18,7,8,1,5,27,20,88,190,E2020,KHIMKI MOSCOW REGION
MUN,12000,95,24,44,8,17,23,29,15,27,42,20,6,14,5,1,20,27,125,190,E2020,FC BAYERN MUNICH
IST,12000,86,19,27,14,31,6,11,8,25,33,20,8,13,0,0,13,17,108,191,E2020,ANADOLU EFES ISTANBUL
RED,12000,72,17,27,11,32,5,10,7,20,27,21,8,13,0,0,17,13,75,191,E2020,CRVENA ZVEZDA MTS BELGRADE
ULK,12000,82,24,33,9,20,7,11,1,23,24,19,6,13,1,2,12,18,99,192,E2020,FENERBAHCE BEKO ISTANBUL
TEL,12000,75,15,31,13,31,6,8,12,20,32,20,7,16,2,1,18,12,77,192,E2020,MACCABI PLAYTIKA TEL AVIV
MIL,12000,90,18,33,10,23,24,29,4,24,28,19,8,7,2,2,17,22,110,193,E2020,AX ARMANI EXCHANGE MILAN
OLY,12000,79,17,35,12,31,9,11,14,25,39,16,5,15,2,2,23,17,79,193,E2020,OLYMPIACOS PIRAEUS
BAR,12000,85,24,41,6,15,19,23,7,26,33,21,8,16,7,2,27,23,102,194,E2020,FC BARCELONA
DYR,12000,81,10,35,13,26,22,30,13,20,33,20,8,14,2,7,23,27,81,194,E2020,ZENIT ST PETERSBURG
BER,12000,68,16,30,8,23,12,12,10,19,29,17,5,19,3,2,24,20,68,195,E2020,ALBA BERLIN
CSK,12000,71,16,35,7,18,18,24,14,18,32,16,8,17,2,3,20,24,77,195,E2020,CSKA MOSCOW
ASV,12000,83,21,45,9,21,14,15,10,22,32,12,5,6,4,2,20,14,85,196,E2020,LDLC ASVEL VILLEURBANNE
BAS,12000,77,17,37,7,19,22,25,8,27,35,16,5,12,2,4,14,20,90,196,E2020,TD SYSTEMS BASKONIA VITORIA-GASTEIZ
MAD,12000,76,19,30,8,25,14,19,6,29,35,21,6,18,4,0,13,18,96,197,E2020,REAL MADRID
PAN,12000,66,22,45,5,23,7,9,11,25,36,13,8,11,0,4,20,13,58,197,E2020,PANATHINAIKOS OPAP ATHENS
PAM,12000,78,17,31,10,29,14,19,10,23,33,20,2,10,3,0,18,23,93,198,E2020,VALENCIA BASKET
ZAL,12000,79,21,42,9,17,10,15,8,25,33,23,4,10,0,3,23,18,87,198,E2020,ZALGIRIS KAUNAS
KHI,12000,76,16,30,12,41,8,8,13,8,21,15,10,12,1,3,21,17,61,199,E2020,KHIMKI MOSCOW REGION
ULK,12000,107,29,34,10,22,19,22,10,29,39,29,10,16,3,1,17,21,155,199,E2020,FENERBAHCE BEKO ISTANBUL
OLY,12000,74,20,37,8,29,10,15,17,20,37,15,10,15,0,3,23,18,70,200,E2020,OLYMPIACOS PIRAEUS
BAR,12000,76,22,34,6,16,14,22,7,22,29,20,7,18,3,0,19,23,91,200,E2020,FC BARCELONA
TEL,12000,66,17,40,7,24,11,12,10,22,32,16,5,11,3,7,18,14,59,201,E2020,MACCABI PLAYTIKA TEL AVIV
IST,12000,90,19,34,14,26,10,14,6,28,34,22,6,9,7,3,14,18,120,201,E2020,ANADOLU EFES ISTANBUL
MIL,12000,82,14,32,10,21,24,26,8,24,32,14,3,7,2,2,17,23,99,202,E2020,AX ARMANI EXCHANGE MILAN
DYR,12000,76,17,30,9,24,15,18,3,22,25,15,2,7,2,2,23,17,74,202,E2020,ZENIT ST PETERSBURG
CSK,12000,66,16,42,7,18,13,14,13,26,39,15,4,18,2,1,17,20,72,203,E2020,CSKA MOSCOW
MUN,12000,69,20,45,4,11,17,20,6,22,28,10,9,12,1,2,20,17,65,203,E2020,FC BAYERN MUNICH
BER,12000,63,13,39,10,29,7,7,9,22,31,17,8,11,1,4,16,19,63,204,E2020,ALBA BERLIN
MAD,12000,72,22,34,6,24,10,13,9,33,42,16,3,17,4,1,19,16,83,204,E2020,REAL MADRID
PAN,12000,91,27,42,6,21,19,25,13,26,39,23,9,13,2,5,23,23,110,205,E2020,PANATHINAIKOS OPAP ATHENS
PAM,12000,72,13,30,10,28,16,20,10,17,27,19,5,14,5,2,25,22,70,205,E2020,VALENCIA BASKET
RED,12000,78,25,46,5,15,13,16,15,16,31,11,6,11,2,5,18,21,81,206,E2020,CRVENA ZVEZDA MTS BELGRADE
